   2.6093030631513841e+02	   2.5086953614672007e+02	
   2.3854190131797105e+02	   2.5091760693239817e+02	
   2.5026990854429161e+02	   2.7128624114781712e+02	
   2.5748779093007425e+02	   2.3780875164218116e+02	
   2.2432420441420450e+02	   2.5855643935791119e+02	
   2.3608609734488329e+02	   2.7906725307228589e+02	
   2.5395412332828283e+02	   2.2440213877476830e+02	
   2.0993491461677189e+02	   2.6628746458855971e+02	
   2.2173065835222371e+02	   2.8694241725858922e+02	
   2.5032563459227521e+02	   2.1063577779821193e+02	
   1.9537090664313453e+02	   2.7411236176476689e+02	
   2.0720045749356655e+02	   2.9491345300889958e+02	
   2.4659845622609518e+02	   1.9649499177242927e+02	
   1.8062897885132006e+02	   2.8203285105307418e+02	
   1.9249228392098010e+02	   3.0298212174302842e+02	
   2.4276850639761227e+02	   1.8196429436725916e+02	
   1.6570585089349558e+02	   2.9005069490682178e+02	
   1.7760284764591455e+02	   3.1115022829606369e+02	
   2.3883147502686057e+02	   1.6702733328813278e+02	
   1.5059816128248247e+02	   2.9816769937360147e+02	
   1.6252877708577290e+02	   3.1941962226428274e+02	
   2.3478280760589851e+02	   1.5166682888918240e+02	
   1.3530246486742121e+02	   3.0638571545152331e+02	
   1.4726661651864200e+02	   3.2779219940144571e+02	
   2.3061768762249270e+02	   1.3586450748930343e+02	
   1.1981523021460426e+02	   3.1470664049643165e+02	
   1.3181282344214802e+02	   3.3626990306768522e+02	
   2.2633101744501860e+02	   1.1960102885012839e+02	
   1.0413283688929455e+02	   3.2313241968232001e+02	
   1.1616376583219650e+02	   3.4485472573331765e+02	
   2.6953175086968793e+02	   2.5860555871675314e+02	
   2.3484230361563178e+02	   2.3798140369734597e+02	
   2.5864524840125944e+02	   2.7928732226898592e+02	
   2.6614857742390438e+02	   2.4543941688254063e+02	
   2.2041700025572564e+02	   2.4564109468513098e+02	
   2.4428981309836894e+02	   2.8723942126368905e+02	
   2.6267437688989344e+02	   2.3191902907969450e+02	
   2.0581531764076385e+02	   2.5339444128324692e+02	
   2.2975792819561860e+02	   2.9528926335402508e+02	
   2.5910542543222766e+02	   2.1802990342767987e+02	
   1.9103400096902752e+02	   2.6124317175866844e+02	
   2.1504632033470691e+02	   3.0343866179530164e+02	
   2.5543779328909645e+02	   2.0375674665164644e+02	
   1.7606971486015206e+02	   2.6918905716482010e+02	
   2.0015163468708172e+02	   3.1168947497273632e+02	
   2.5166733033821390e+02	   1.8908340790992978e+02	
   1.6091904084600597e+02	   2.7723391267389542e+02	
   1.8507043240343972e+02	   3.2004360781428909e+02	
   2.4778965043138206e+02	   1.7399281782958613e+02	
   1.4557847476722418e+02	   2.8537959895927071e+02	
   1.6979918796680860e+02	   3.2850301325690566e+02	
   2.4380011437339164e+02	   1.5846692226615562e+02	
   1.3004442407123253e+02	   2.9362802363022723e+02	
   1.5433428644493026e+02	   3.3706969376854079e+02	
   2.3969381140638691e+02	   1.4248661024721011e+02	
   1.1431320500738606e+02	   3.0198114272130482e+02	
   1.3867202063744915e+02	   3.4574570292845573e+02	
   2.3546553904432258e+02	   1.2603163549502858e+02	
   9.8381039714621807e+01	   3.1044096223872816e+02	
   1.2280858811317471e+02	   3.5453314706840632e+02	
   2.7840795319172969e+02	   2.6658869469629923e+02	
   2.3104568849102839e+02	   2.2470596436347245e+02	
   2.6728623780435146e+02	   2.8754218217461471e+02	
   2.7508974909199520e+02	   2.5331711804794764e+02	
   2.1640670363923937e+02	   2.3238497574657816e+02	
   2.5275534956739145e+02	   2.9567240333354124e+02	
   2.7168080103328884e+02	   2.3968259946755353e+02	
   2.0158635083353442e+02	   2.4015912532381088e+02	
   2.3804298725789138e+02	   3.0390416159882380e+02	
   2.6817733500622649e+02	   2.2567004432762917e+02	
   1.8658123850932552e+02	   2.4803019217092887e+02	
   2.2314572991039043e+02	   3.1223937104517802e+02	
   2.6457536477971541e+02	   2.1126350919314268e+02	
   1.7138789000900650e+02	   2.5600000000000006e+02	
   2.0806007003094277e+02	   3.2067999416113395e+02	
   2.6087067677107945e+02	   1.9644614130767280e+02	
   1.5600274089642014e+02	   2.6407041856812168e+02	
   1.9278241084393846e+02	   3.2922804338947464e+02	
   2.5705881360308081e+02	   1.8120011282763767e+02	
   1.4042213616897334e+02	   2.7224336513983110e+02	
   1.7730906343312992e+02	   3.3788558272687010e+02	
   2.5313505621292958e+02	   1.6550654926501835e+02	
   1.2464232736281947e+02	   2.8052080600560799e+02	
   1.6163624377208995e+02	   3.4665472938537374e+02	
   2.4909440436229718e+02	   1.4934545153469443e+02	
   1.0865946954629233e+02	   2.8890475805899598e+02	
   1.4576006963908102e+02	   3.5553765551859391e+02	
   2.4493155537908518e+02	   1.3269561092946148e+02	
   9.2469618196526127e+01	   2.9739729043499960e+02	
   1.2967655741105142e+02	   3.6453659001549420e+02	
   2.8757229192819307e+02	   2.7483097665895053e+02	
   2.2714818899641782e+02	   2.1107776756279981e+02	
   2.7620571925624489e+02	   2.9606308948991460e+02	
   2.8432514578755513e+02	   2.6145404886779221e+02	
   2.1228917984049409e+02	   2.1877441512517632e+02	
   2.6149544397594974e+02	   3.0437888752457786e+02	
   2.8098771754847502e+02	   2.4770519537345058e+02	
   1.9724360016602071e+02	   2.2656770220851547e+02	
   2.4659845622609518e+02	   3.1280023512631760e+02	
   2.7755618888912011e+02	   2.3356868623547146e+02	
   1.8200791388916227e+02	   2.3445946042828672e+02	
   2.3151117848673505e+02	   3.2132915468647371e+02	
