   2.6999708424447527e+02	   2.4791877964358233e+02	
   2.4200291575552470e+02	   2.4791877964358233e+02	
   2.5600000000000000e+02	   2.7216244071283541e+02	
   2.7019994053787349e+02	   2.3140498152394619e+02	
   2.2760011892425300e+02	   2.5600000000000000e+02	
   2.4180005946212651e+02	   2.8059501847605384e+02	
   2.7040876319284223e+02	   2.1440548345961486e+02	
   2.1277371042147331e+02	   2.6431890330807704e+02	
   2.2718247361431554e+02	   2.8927561323230810e+02	
   2.7062381935989958e+02	   1.9689853769187064e+02	
   1.9750472256040175e+02	   2.7288613208803690e+02	
   2.1212854192030130e+02	   2.9821533022009243e+02	
   2.7084539238050405e+02	   1.7886107841601299e+02	
   1.8177303809747946e+02	   2.8171297386132898e+02	
   1.9661843047798357e+02	   3.0742594772265801e+02	
   2.7107378303251187e+02	   1.6026862039320591e+02	
   1.6555730180492881e+02	   2.9081141076610697e+02	
   1.8063108483744068e+02	   3.1691996884068715e+02	
   2.7130931089239488e+02	   1.4109514805718607e+02	
   1.4883482375323601e+02	   3.0019417382415924e+02	
   1.6414413464563088e+02	   3.2671067811865476e+02	
   2.7155231582719478e+02	   1.2131299405970526e+02	
   1.3158147338244180e+02	   3.0987480237611794e+02	
   1.4713378920963655e+02	   3.3681220356417685e+02	
   2.7180315963085923e+02	   1.0089270606230575e+02	
   1.1377156332226711e+02	   3.1986770926846236e+02	
   1.2957472295312630e+02	   3.4723958466923193e+02	
   2.7206222782152906e+02	   7.9802900425647209e+01	
   9.5377721784709678e+01	   3.3018825245235905e+02	
   1.1143994960623868e+02	   3.5800884712199371e+02	
   2.8439988107574698e+02	   2.5600000000000000e+02	
   2.4180005946212651e+02	   2.3140498152394619e+02	
   2.7019994053787349e+02	   2.8059501847605384e+02	
   2.8481752638568446e+02	   2.3936219338384595e+02	
   2.2718247361431554e+02	   2.3936219338384595e+02	
   2.5600000000000000e+02	   2.8927561323230810e+02	
   2.8524763871979911e+02	   2.2222773582392611e+02	
   2.1212854192030127e+02	   2.4755693395598152e+02	
   2.4137618064010042e+02	   2.9821533022009243e+02	
   2.8569078476100827e+02	   2.0457405227734202e+02	
   1.9661843047798359e+02	   2.5600000000000000e+02	
   2.2630921523899181e+02	   3.0742594772265801e+02	
   2.8614756606502374e+02	   1.8637717846778611e+02	
   1.8063108483744068e+02	   2.6470285269152674e+02	
   2.1077865090246439e+02	   3.1691996884068715e+02	
   2.8661862178478975e+02	   1.6761165235168158e+02	
   1.6414413464563083e+02	   2.7367766952966372e+02	
   1.9476275643042058e+02	   3.2671067811865476e+02	
   2.8710463165438955e+02	   1.4825039524776420e+02	
   1.4713378920963655e+02	   2.8293740118805897e+02	
   1.7823842086402612e+02	   3.3681220356417685e+02	
   2.8760631926171840e+02	   1.2826458146307527e+02	
   1.2957472295312633e+02	   2.9249583386769274e+02	
   1.6118104221484475e+02	   3.4723958466923193e+02	
   2.8812445564305807e+02	   1.0762349509528185e+02	
   1.1143994960623868e+02	   3.0236765778272439e+02	
